repo,analyzer_id,analyzer_version,severity,file,line,message,evidence_kind,matches_count,context,label,note
black,risk.error-masking,1,warn,src/black/files.py,292,except clause masks errors (empty-except-body),empty-except-body,,"    # Precondition: resolves_outside_root_or_cannot_stat(path, root) is False ⏎     try: ⏎         return path.absolute().relative_to(root) ⏎     except ValueError: ⏎         pass ⏎     root_parent = next((p for p in path.parents if _cached_resolve(p) == root), None) ⏎     if root_parent is not None:",boilerplate,specific exception with clear domain intent
black,risk.error-masking,1,warn,src/black/handle_ipynb_magics.py,166,except clause masks errors (empty-except-body),empty-except-body,,"    replacements: list[Replacement] = [] ⏎     try: ⏎         ast.parse(src) ⏎     except SyntaxError: ⏎         # Might have IPython magics, will process below. ⏎         pass ⏎     else:",boilerplate,specific exception with clear domain intent
black,risk.error-masking,1,warn,src/blib2to3/pgen2/conv.py,243,except clause masks errors (empty-except-body),empty-except-body,,"        assert line == ""};\n"", (lineno, line) ⏎         try: ⏎             lineno, line = lineno + 1, next(f) ⏎         except StopIteration: ⏎             pass ⏎         else: ⏎             assert 0, (lineno, line)",boilerplate,specific exception with clear domain intent
black,risk.error-masking,1,warn,src/blib2to3/pgen2/driver.py,267,except clause masks errors (empty-except-body),empty-except-body,,"            g_unpickled = grammar.Grammar() ⏎             g_unpickled.load(gp) ⏎             return g_unpickled ⏎         except ( ⏎             pickle.UnpicklingError, ⏎             EOFError, ⏎             ValueError,",boilerplate,graceful shutdown / UX interrupt handling
black,risk.error-masking,1,warn,tests/data/cases/allow_empty_first_line.py,35,except clause masks errors (bare-except),bare-except,," ⏎             # this should be ok ⏎             a = 123 ⏎         except: ⏎  ⏎             """"""also this"""""" ⏎             a = 123",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/allow_empty_first_line.py,120,except clause masks errors (bare-except),bare-except,," ⏎             # this should be ok ⏎             a = 123 ⏎         except: ⏎  ⏎             """"""also this"""""" ⏎             a = 123",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/context_managers_autodetect_311.py,28,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     some_call() ⏎ except* Error as e: ⏎     pass ⏎  ⏎ ,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/import_line_collapse.py,35,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     import os ⏎ except Exception: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/import_line_collapse.py,42,except clause masks errors (empty-except-body),empty-except-body,,    import os ⏎     def func(): ⏎         a = 1 ⏎ except Exception: ⏎     pass ⏎  ⏎ ,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/pep_572_do_not_remove_parens.py,10,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     pass ⏎ except (a := 1) as (b := why_does_this_exist): ⏎     pass ⏎  ⏎ for (z := 124) in (x := -124):,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/pep_654_style.py,4,except clause masks errors (empty-except-body),empty-except-body,,"# flags: --minimum-version=3.11 ⏎ try: ⏎     raise OSError(""blah"") ⏎ except               * ExceptionGroup as e: ⏎     pass ⏎  ⏎ ",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/pep_654_style.py,71,except clause masks errors (empty-except-body),empty-except-body,,        # Make two concurrent calls to child() ⏎         nursery.start_soon(child) ⏎         nursery.start_soon(child) ⏎ except* ValueError: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/pep_654_style.py,80,except clause masks errors (empty-except-body),empty-except-body,,    except: ⏎         try: ⏎             raise TypeError(int) ⏎         except* Exception: ⏎             pass ⏎         1 / 0 ⏎ except Exception as e:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,12,except clause masks errors (empty-except-body),empty-except-body,,# remains unchanged ⏎ try: ⏎     pass ⏎ except ValueError: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,28,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     pass ⏎ except* (ValueError): ⏎     pass ⏎  ⏎ # parenthesis are removed,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,34,except clause masks errors (empty-except-body),empty-except-body,,# parenthesis are removed ⏎ try: ⏎     pass ⏎ except (ValueError) as e: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,39,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     pass ⏎ except* (ValueError) as e: ⏎     pass ⏎  ⏎ # remains unchanged,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,45,except clause masks errors (empty-except-body),empty-except-body,,"# remains unchanged ⏎ try: ⏎     pass ⏎ except (ValueError,): ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,61,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError,) as e: ⏎     pass ⏎  ⏎ # remains unchanged",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,100,except clause masks errors (empty-except-body),empty-except-body,,# parenthesis are removed ⏎ try: ⏎     pass ⏎ except (ValueError if True else TypeError): ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,113,except clause masks errors (empty-except-body),empty-except-body,,"try: ⏎     try: ⏎         pass ⏎     except (TypeError, KeyboardInterrupt): ⏎         pass ⏎ except (ValueError,): ⏎     pass",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,148,except clause masks errors (empty-except-body),empty-except-body,,# parenthesis are removed ⏎ try: ⏎     pass ⏎ except ValueError: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,240,except clause masks errors (empty-except-body),empty-except-body,,"        pass ⏎     except TypeError, KeyboardInterrupt: ⏎         pass ⏎ except (ValueError,): ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens.py,246,except clause masks errors (empty-except-body),empty-except-body,,"try: ⏎     try: ⏎         pass ⏎     except* TypeError, KeyboardInterrupt: ⏎         pass ⏎ except* (ValueError,): ⏎     pass",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,17,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     pass ⏎ except* ValueError: ⏎     pass ⏎  ⏎ # parenthesis are removed,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,50,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError,): ⏎     pass ⏎  ⏎ # remains unchanged",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,61,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError,) as e: ⏎     pass ⏎  ⏎ # parenthesis are not removed",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,67,except clause masks errors (empty-except-body),empty-except-body,,"# parenthesis are not removed ⏎ try: ⏎     pass ⏎ except (ValueError, TypeError, KeyboardInterrupt): ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,78,except clause masks errors (empty-except-body),empty-except-body,,"# parenthesis are not removed ⏎ try: ⏎     pass ⏎ except (ValueError, TypeError, KeyboardInterrupt) as e: ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,83,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError, TypeError, KeyboardInterrupt) as e: ⏎     pass ⏎  ⏎ # parenthesis are removed",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,94,except clause masks errors (empty-except-body),empty-except-body,, ⏎ try: ⏎     pass ⏎ except* (ValueError if True else TypeError): ⏎     pass ⏎  ⏎ # parenthesis are not removed,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,111,except clause masks errors (empty-except-body),empty-except-body,,"        pass ⏎     except* (TypeError, KeyboardInterrupt): ⏎         pass ⏎ except* (ValueError,): ⏎     pass ⏎  ⏎ # output",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,125,except clause masks errors (empty-except-body),empty-except-body,,# remains unchanged ⏎ try: ⏎     pass ⏎ except ValueError: ⏎     pass ⏎  ⏎ try:,boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,158,except clause masks errors (empty-except-body),empty-except-body,,"# remains unchanged ⏎ try: ⏎     pass ⏎ except (ValueError,): ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,163,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError,): ⏎     pass ⏎  ⏎ # remains unchanged",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,191,except clause masks errors (empty-except-body),empty-except-body,,"# parenthesis are not removed ⏎ try: ⏎     pass ⏎ except (ValueError, TypeError, KeyboardInterrupt) as e: ⏎     pass ⏎  ⏎ try:",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/cases/remove_except_types_parens_pre_py314.py,196,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except* (ValueError, TypeError, KeyboardInterrupt) as e: ⏎     pass ⏎  ⏎ # parenthesis are removed",boilerplate,black formatter test corpus (Python source samples)
black,risk.error-masking,1,warn,tests/data/miscellaneous/python2_detection.py,53,except clause masks errors (empty-except-body),empty-except-body,," ⏎ try: ⏎     pass ⏎ except make_exception(1, 2): ⏎     pass ⏎  ⏎ ###",boilerplate,black formatter test corpus (Python source samples)
click,risk.error-masking,1,warn,src/click/_termui_impl.py,629,except clause masks errors (empty-except-body),empty-except-body,,        while True: ⏎             try: ⏎                 c.wait() ⏎             except KeyboardInterrupt: ⏎                 pass ⏎             else: ⏎                 break,style,"specific exception defensive silencing, borderline"
click,risk.error-masking,1,warn,src/click/_winconsole.py,204,except clause masks errors (empty-except-body),empty-except-body,,            return self._text_stream.write(x) ⏎         try: ⏎             self.flush() ⏎         except Exception: ⏎             pass ⏎         return self.buffer.write(x) ⏎ ,tp,"broad exception silently swallowed, real risk"
click,risk.error-masking,1,warn,src/click/termui.py,1020,except clause masks errors (empty-except-body),empty-except-body,,"            echo(info, nl=False, err=err) ⏎         try: ⏎             getchar() ⏎         except (KeyboardInterrupt, EOFError): ⏎             pass ⏎     finally: ⏎         if info:",boilerplate,graceful shutdown / UX interrupt handling
click,risk.error-masking,1,warn,src/click/testing.py,571,except clause masks errors (empty-except-body),empty-except-body,,                if value is None: ⏎                     try: ⏎                         del os.environ[key] ⏎                     except Exception: ⏎                         pass ⏎                 else: ⏎                     os.environ[key] = value,style,"specific exception defensive silencing, borderline"
click,risk.error-masking,1,warn,src/click/testing.py,581,except clause masks errors (empty-except-body),empty-except-body,,                if value is None: ⏎                     try: ⏎                         del os.environ[key] ⏎                     except Exception: ⏎                         pass ⏎                 else: ⏎                     os.environ[key] = value,style,"specific exception defensive silencing, borderline"
click,risk.error-masking,1,warn,src/click/types.py,1378,except clause masks errors (empty-except-body),empty-except-body,,"                raise AssertionError( ⏎                     f""Attempted to use an uninstantiated parameter type ({guessed})."" ⏎                 ) ⏎         except TypeError: ⏎             # guessed is an instance (correct), so issubclass fails. ⏎             pass ⏎ ",boilerplate,specific exception with clear domain intent
click,risk.error-masking,1,warn,src/click/utils.py,45,except clause masks errors (empty-except-body),empty-except-body,,"    def wrapper(*args: P.args, **kwargs: P.kwargs) -> R | None: ⏎         try: ⏎             return func(*args, **kwargs) ⏎         except Exception: ⏎             pass ⏎         return None ⏎ ",tp,"broad exception silently swallowed, real risk"
fastapi,risk.error-masking,1,warn,fastapi/routing.py,601,except clause masks errors (empty-except-body),empty-except-body,,                                        await send_keepalive.send(data) ⏎                                     except TimeoutError: ⏎                                         await send_keepalive.send(KEEPALIVE_COMMENT) ⏎                             except anyio.EndOfStream: ⏎                                 pass ⏎  ⏎                     async with anyio.create_task_group() as tg:,boilerplate,specific exception with clear domain intent
fastapi,risk.error-masking,1,warn,tests/test_validation_error_context.py,91,except clause masks errors (empty-except-body),empty-except-body,,"    captured_exception.exception = None ⏎     try: ⏎         client.get(""/users/invalid"") ⏎     except Exception: ⏎         pass ⏎  ⏎     assert captured_exception.exception is not None",boilerplate,test file: intentional exception trigger + assert
fastapi,risk.error-masking,1,warn,tests/test_validation_error_context.py,104,except clause masks errors (empty-except-body),empty-except-body,,"    captured_exception.exception = None ⏎     try: ⏎         client.get(""/items/"") ⏎     except Exception: ⏎         pass ⏎  ⏎     assert captured_exception.exception is not None",boilerplate,test file: intentional exception trigger + assert
fastapi,risk.error-masking,1,warn,tests/test_validation_error_context.py,118,except clause masks errors (empty-except-body),empty-except-body,,"    try: ⏎         with client.websocket_connect(""/ws/invalid""): ⏎             pass  # pragma: no cover ⏎     except Exception: ⏎         pass ⏎  ⏎     assert captured_exception.exception is not None",boilerplate,test file: intentional exception trigger + assert
fastapi,risk.error-masking,1,warn,tests/test_validation_error_context.py,145,except clause masks errors (empty-except-body),empty-except-body,,"    try: ⏎         with client.websocket_connect(""/sub/ws/invalid""): ⏎             pass  # pragma: no cover ⏎     except Exception: ⏎         pass ⏎  ⏎     assert captured_exception.exception is not None",boilerplate,test file: intentional exception trigger + assert
flask,risk.error-masking,1,warn,src/flask/cli.py,1036,except clause masks errors (empty-except-body),empty-except-body,,"        try: ⏎             import readline ⏎             from rlcompleter import Completer ⏎         except ImportError: ⏎             pass ⏎         else: ⏎             # rlcompleter uses __main__.__dict__ by default, which is",boilerplate,optional import fallback
flask,risk.error-masking,1,warn,src/flask/config.py,163,except clause masks errors (empty-except-body),empty-except-body,, ⏎             try: ⏎                 value = loads(value) ⏎             except Exception: ⏎                 # Keep the value as a string if loading failed. ⏎                 pass ⏎ ,boilerplate,specific exception with clear domain intent
flask,risk.error-masking,1,warn,tests/test_appctx.py,87,except clause masks errors (empty-except-body),empty-except-body,,"    with app.app_context(): ⏎         try: ⏎             raise Exception(""dummy"") ⏎         except Exception: ⏎             pass ⏎  ⏎     assert cleanup_stuff == [None]",boilerplate,test file: intentional exception trigger + assert
flask,risk.error-masking,1,warn,tests/test_basic.py,838,except clause masks errors (empty-except-body),empty-except-body,,"        # exception. ⏎         try: ⏎             raise TypeError() ⏎         except Exception: ⏎             pass ⏎  ⏎     @app.route(""/"")",boilerplate,test file: intentional exception trigger + assert
flask,risk.error-masking,1,warn,tests/test_reqctx.py,57,except clause masks errors (empty-except-body),empty-except-body,,"        assert buffer == [] ⏎         try: ⏎             raise Exception(""dummy"") ⏎         except Exception: ⏎             pass ⏎     assert buffer == [None] ⏎ ",boilerplate,test file: intentional exception trigger + assert
httpx,risk.error-masking,1,warn,httpx/_main.py,111,except clause masks errors (empty-except-body),empty-except-body,,"            return typing.cast( ⏎                 str, pygments.lexers.get_lexer_for_mimetype(mime_type.strip()).name ⏎             ) ⏎         except pygments.util.ClassNotFound:  # pragma: no cover ⏎             pass ⏎     return """"  # pragma: no cover ⏎ ",boilerplate,specific exception with clear domain intent
httpx,risk.error-masking,1,warn,httpx/_multipart.py,211,except clause masks errors (empty-except-body),empty-except-body,,"        if hasattr(self.file, ""seek""): ⏎             try: ⏎                 self.file.seek(0) ⏎             except io.UnsupportedOperation: ⏎                 pass ⏎  ⏎         chunk = self.file.read(self.CHUNK_SIZE)",boilerplate,specific exception with clear domain intent
httpx,risk.error-masking,1,warn,httpx/_transports/asgi.py,38,except clause masks errors (empty-except-body),empty-except-body,," ⏎         if sniffio.current_async_library() == ""trio"": ⏎             return True ⏎     except ImportError:  # pragma: nocover ⏎         pass ⏎  ⏎     return False",boilerplate,specific exception with clear domain intent
poetry,risk.error-masking,1,warn,src/poetry/mixology/version_solver.py,613,except clause masks errors (empty-except-body),empty-except-body,,"                                package.version, ⏎                                 repository_name=repo, ⏎                             ) ⏎                         except Exception: ⏎                             pass ⏎                         else: ⏎                             break",tp,"broad exception silently swallowed, real risk"
poetry,risk.error-masking,1,warn,src/poetry/packages/locker.py,111,except clause masks errors (empty-except-body),empty-except-body,,"                if m := re.search(""Poetry ([^ ]+)"", generated_comment): ⏎                     try: ⏎                         version = Version.parse(m.group(1)) ⏎                     except InvalidVersionError: ⏎                         pass ⏎                     else: ⏎                         if version < Version.parse(""2.3.0""):",boilerplate,specific exception with clear domain intent
poetry,risk.error-masking,1,warn,src/poetry/utils/env/env_manager.py,323,except clause masks errors (empty-except-body),empty-except-body,,"            python = f""python{python_version.major}"" ⏎             if python_version.precision > 1: ⏎                 python += f"".{python_version.minor}"" ⏎         except ValueError: ⏎             # Executable in PATH or full executable path ⏎             pass ⏎ ",boilerplate,specific exception with clear domain intent
poetry,risk.error-masking,1,warn,src/poetry/utils/env/site_packages.py,37,except clause masks errors (empty-except-body),empty-except-body,,        import importlib_metadata ⏎  ⏎         from importlib_metadata import SimplePath ⏎     except ImportError: ⏎         pass ⏎     else: ⏎         if (,boilerplate,optional import fallback
pytest,risk.error-masking,1,warn,src/_pytest/_code/code.py,1583,except clause masks errors (empty-except-body),empty-except-body,,"        if fspath: ⏎             try: ⏎                 _, lineno = findsource(obj) ⏎             except OSError: ⏎                 pass ⏎         return fspath, lineno ⏎ ",boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/_code/source.py,197,except clause masks errors (empty-except-body),empty-except-body,,    values.sort() ⏎     try: ⏎         node._pytest_statement_linenos = values  # type: ignore[attr-defined] ⏎     except AttributeError:  # pragma: no cover - defensive ⏎         pass ⏎     return values ⏎ ,boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/_io/terminalwriter.py,81,except clause masks errors (empty-except-body),empty-except-body,,"        if hasattr(file, ""isatty"") and file.isatty() and sys.platform == ""win32"": ⏎             try: ⏎                 import colorama ⏎             except ImportError: ⏎                 pass ⏎             else: ⏎                 file = colorama.AnsiToWin32(file).stream",boilerplate,optional import fallback
pytest,risk.error-masking,1,warn,src/_pytest/_py/path.py,1235,except clause masks errors (empty-except-body),empty-except-body,,                                if not checker(p): ⏎                                     continue ⏎                             return p ⏎                     except error.EACCES: ⏎                         pass ⏎         return None ⏎ ,boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/approx.py,396,except clause masks errors (empty-except-body),empty-except-body,,"                    abs_diff = abs(approx_value.expected - other_value) ⏎                     max_abs_diff = max(max_abs_diff, abs_diff) ⏎                 # Ignore non-numbers for the diff calculations (#13012). ⏎                 except TypeError: ⏎                     pass ⏎                 else: ⏎                     if other_value == 0.0:",boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/capture.py,79,except clause masks errors (empty-except-body),empty-except-body,,"    if sys.platform.startswith(""win32""): ⏎         try: ⏎             import colorama  # noqa: F401 ⏎         except ImportError: ⏎             pass ⏎  ⏎ ",boilerplate,optional import fallback
pytest,risk.error-masking,1,warn,src/_pytest/capture.py,96,except clause masks errors (empty-except-body),empty-except-body,,"    """""" ⏎     try: ⏎         import readline  # noqa: F401 ⏎     except ImportError: ⏎         pass ⏎  ⏎ ",boilerplate,optional import fallback
pytest,risk.error-masking,1,warn,src/_pytest/config/__init__.py,1845,except clause masks errors (empty-except-body),empty-except-body,,"        canonical_name = self._parser._ini_aliases.get(name, name) ⏎         try: ⏎             return self._inicache[canonical_name] ⏎         except KeyError: ⏎             pass ⏎         self._inicache[canonical_name] = val = self._getini(canonical_name) ⏎         return val",boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/fixtures.py,1076,except clause masks errors (empty-except-body),empty-except-body,,"    more than one yield in the function)."""""" ⏎     try: ⏎         next(it) ⏎     except StopIteration: ⏎         pass ⏎     else: ⏎         fs, lineno = getfslineno(fixturefunc)",boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/monkeypatch.py,75,except clause masks errors (empty-except-body),empty-except-body,,"        used += ""."" + part ⏎         try: ⏎             found = getattr(found, part) ⏎         except AttributeError: ⏎             pass ⏎         else: ⏎             continue",boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/pathlib.py,264,except clause masks errors (empty-except-body),empty-except-body,,        pass ⏎     try: ⏎         current_symlink.symlink_to(link_to) ⏎     except Exception: ⏎         pass ⏎  ⏎ ,tp,"broad exception silently swallowed, real risk"
pytest,risk.error-masking,1,warn,src/_pytest/pathlib.py,277,except clause masks errors (empty-except-body),empty-except-body,,"        new_path = root.joinpath(f""{prefix}{new_number}"") ⏎         try: ⏎             new_path.mkdir(mode=mode) ⏎         except Exception: ⏎             pass ⏎         else: ⏎             _force_symlink(root, prefix + ""current"", new_path)",tp,"broad exception silently swallowed, real risk"
pytest,risk.error-masking,1,warn,src/_pytest/pathlib.py,317,except clause masks errors (empty-except-body),empty-except-body,,            return ⏎         try: ⏎             lock_path.unlink() ⏎         except OSError: ⏎             pass ⏎  ⏎     return register(cleanup_on_exit),boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/pathlib.py,347,except clause masks errors (empty-except-body),empty-except-body,,        if lock_path is not None: ⏎             try: ⏎                 lock_path.unlink() ⏎             except OSError: ⏎                 pass ⏎  ⏎ ,boilerplate,specific exception with clear domain intent
pytest,risk.error-masking,1,warn,src/_pytest/pytester.py,1198,except clause masks errors (empty-except-body),empty-except-body,,                ret = e.args[0] ⏎                 try: ⏎                     ret = ExitCode(e.args[0]) ⏎                 except ValueError: ⏎                     pass ⏎  ⏎                 class reprec:  # type: ignore,boilerplate,specific exception with clear domain intent
