repo,file,line,symbol,target_file,mocked_symbols,message,context,label,note
aiohttp,tests/test_connector.py,2263,test_tcp_connector_ssl_shutdown_timeout_passed_to_create_connection,aiohttp/connector.py,create_connection,test `test_tcp_connector_ssl_shutdown_timeout_passed_to_create_connection` mocks its own target (create_connection)," ⏎  ⏎ @pytest.mark.skipif( ⏎     sys.version_info < (3, 11), reason=""ssl_shutdown_timeout requires Python 3.11+"" ⏎ ) ⏎ async def test_tcp_connector_ssl_shutdown_timeout_passed_to_create_connection( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None: ⏎     # Test that ssl_shutdown_timeout is passed to create_connection for SSL connections ⏎     loop = asyncio.get_running_loop() ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=2.5) ⏎  ⏎     with mock.patch.object( ⏎         connector_module, ""create_connection"", autospec=True, spec_set=True ⏎     ) as create_connection: ⏎         create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎         req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎  ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             assert create_connection.call_args.kwargs[""ssl_shutdown_timeout""] == 2.5 ⏎  ⏎     await conn.close() ⏎  ⏎     # Test with None value ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=None) ⏎  ⏎     with mock.patch.object( ⏎         connector_module, ""create_connection"", autospec=True, spec_set=True ⏎     ) as create_connection: ⏎         create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎         req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎  ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             # When ssl_shutdown_timeout is None, it should not be in kwargs ⏎             assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎     await conn.close() ⏎  ⏎     # Test that ssl_shutdown_timeout is NOT passed for non-SSL connections ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=2.5) ⏎  ⏎     with mock.patch.object( ⏎         connector_module, ""create_connection"", autospec=True, spec_set=True ⏎     ) as create_connection: ⏎         create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎         req = make_client_request(""GET"", URL(""http://127.0.0.1""), loop=loop) ⏎  ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             # For non-SSL connections, ssl_shutdown_timeout should not be passed ⏎             assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎     await conn.close() ⏎  ⏎  ⏎ @pytest.mark.skipif(sys.version_info >= (3, 11), reason=""Test for Python < 3.11"") ⏎ async def test_tcp_connector_ssl_shutdown_timeout_not_passed_pre_311( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker",,
aiohttp,tests/test_connector.py,2325,test_tcp_connector_ssl_shutdown_timeout_not_passed_pre_311,aiohttp/connector.py,create_connection,test `test_tcp_connector_ssl_shutdown_timeout_not_passed_pre_311` mocks its own target (create_connection)," ⏎     await conn.close() ⏎  ⏎  ⏎ @pytest.mark.skipif(sys.version_info >= (3, 11), reason=""Test for Python < 3.11"") ⏎ async def test_tcp_connector_ssl_shutdown_timeout_not_passed_pre_311( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None: ⏎     # Test that ssl_shutdown_timeout is NOT passed to create_connection on Python < 3.11 ⏎     loop = asyncio.get_running_loop() ⏎     with warnings.catch_warnings(record=True) as w: ⏎         warnings.simplefilter(""always"") ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=2.5) ⏎         # Should have both deprecation and runtime warnings ⏎         assert len(w) == 2 ⏎         assert any(issubclass(warn.category, DeprecationWarning) for warn in w) ⏎         assert any(issubclass(warn.category, RuntimeWarning) for warn in w) ⏎  ⏎         with mock.patch.object( ⏎             connector_module, ""create_connection"", autospec=True, spec_set=True ⏎         ) as create_connection: ⏎             create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎             # Test with HTTPS ⏎             req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎             with closing(await conn.connect(req, [], ClientTimeout())): ⏎                 assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎             # Test with HTTP ⏎             req = make_client_request(""GET"", URL(""http://127.0.0.1""), loop=loop) ⏎             with closing(await conn.connect(req, [], ClientTimeout())): ⏎                 assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎         await conn.close() ⏎  ⏎  ⏎ async def test_tcp_connector_close_abort_ssl_when_shutdown_timeout_zero() -> None: ⏎     """"""Test that close() uses abort() for SSL connections when ssl_shutdown_timeout=0."""""" ⏎     with pytest.warns(",,
aiohttp,tests/test_connector.py,2486,test_tcp_connector_ssl_shutdown_timeout_zero_not_passed,aiohttp/connector.py,create_connection,test `test_tcp_connector_ssl_shutdown_timeout_zero_not_passed` mocks its own target (create_connection),"        assert conn._ssl_shutdown_timeout == 0  # Default value ⏎  ⏎         await conn.close() ⏎  ⏎  ⏎ async def test_tcp_connector_ssl_shutdown_timeout_zero_not_passed( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None: ⏎     """"""Test that ssl_shutdown_timeout=0 is NOT passed to create_connection."""""" ⏎     loop = asyncio.get_running_loop() ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=0) ⏎  ⏎     with mock.patch.object( ⏎         connector_module, ""create_connection"", autospec=True, spec_set=True ⏎     ) as create_connection: ⏎         create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎         # Test with HTTPS ⏎         req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             # Verify ssl_shutdown_timeout was NOT passed ⏎             assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎         # Test with HTTP (should not have ssl_shutdown_timeout anyway) ⏎         req = make_client_request(""GET"", URL(""http://127.0.0.1""), loop=loop) ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎     await conn.close() ⏎  ⏎  ⏎ @pytest.mark.skipif( ⏎     sys.version_info < (3, 11), reason=""ssl_shutdown_timeout requires Python 3.11+"" ⏎ )",,
aiohttp,tests/test_connector.py,2518,test_tcp_connector_ssl_shutdown_timeout_nonzero_passed,aiohttp/connector.py,create_connection,test `test_tcp_connector_ssl_shutdown_timeout_nonzero_passed` mocks its own target (create_connection)," ⏎  ⏎ @pytest.mark.skipif( ⏎     sys.version_info < (3, 11), reason=""ssl_shutdown_timeout requires Python 3.11+"" ⏎ ) ⏎ async def test_tcp_connector_ssl_shutdown_timeout_nonzero_passed( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None: ⏎     """"""Test that non-zero ssl_shutdown_timeout IS passed to create_connection on Python 3.11+."""""" ⏎     loop = asyncio.get_running_loop() ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=5.0) ⏎  ⏎     with mock.patch.object( ⏎         connector_module, ""create_connection"", autospec=True, spec_set=True ⏎     ) as create_connection: ⏎         create_connection.return_value = mock.Mock(), mock.Mock() ⏎  ⏎         # Test with HTTPS ⏎         req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             # Verify ssl_shutdown_timeout WAS passed ⏎             assert create_connection.call_args.kwargs[""ssl_shutdown_timeout""] == 5.0 ⏎  ⏎         # Test with HTTP (should not have ssl_shutdown_timeout) ⏎         req = make_client_request(""GET"", URL(""http://127.0.0.1""), loop=loop) ⏎         with closing(await conn.connect(req, [], ClientTimeout())): ⏎             assert ""ssl_shutdown_timeout"" not in create_connection.call_args.kwargs ⏎  ⏎     await conn.close() ⏎  ⏎  ⏎ async def test_tcp_connector_close_abort_ssl_connections_in_conns() -> None: ⏎     """"""Test that SSL connections in _conns are aborted when ssl_shutdown_timeout=0."""""" ⏎     with pytest.warns(",,
aiohttp,tests/test_connector.py,2580,test_start_tls_exception_with_ssl_shutdown_timeout_zero,aiohttp/connector.py,start_tls,test `test_start_tls_exception_with_ssl_shutdown_timeout_zero` mocks its own target (start_tls),"async def test_tcp_connector_allowed_protocols() -> None: ⏎     conn = aiohttp.TCPConnector() ⏎     assert conn.allowed_protocol_schema_set == {"""", ""tcp"", ""http"", ""https"", ""ws"", ""wss""} ⏎  ⏎  ⏎ async def test_start_tls_exception_with_ssl_shutdown_timeout_zero() -> None: ⏎     """"""Test _start_tls_connection exception handling with ssl_shutdown_timeout=0."""""" ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=0) ⏎  ⏎     underlying_transport = mock.Mock() ⏎     req = mock.Mock() ⏎     req.server_hostname = None ⏎     req.host = ""example.com"" ⏎     req.is_ssl = mock.Mock(return_value=True) ⏎  ⏎     # Patch _get_ssl_context to return a valid context and make start_tls fail ⏎     with ( ⏎         mock.patch.object( ⏎             conn, ""_get_ssl_context"", return_value=ssl.create_default_context() ⏎         ), ⏎         mock.patch.object( ⏎             connector_module, ""start_tls"", side_effect=OSError(""TLS failed"") ⏎         ), ⏎     ): ⏎         with pytest.raises(OSError): ⏎             await conn._start_tls_connection(underlying_transport, req, ClientTimeout()) ⏎  ⏎     # Should abort, not close ⏎     underlying_transport.abort.assert_called_once() ⏎     underlying_transport.close.assert_not_called() ⏎  ⏎  ⏎ @pytest.mark.skipif( ⏎     sys.version_info < (3, 11), ⏎     reason=""Use test_start_tls_exception_with_ssl_shutdown_timeout_nonzero_pre_311 for Python < 3.11"",",,
aiohttp,tests/test_connector.py,2614,test_start_tls_exception_with_ssl_shutdown_timeout_nonzero,aiohttp/connector.py,start_tls,test `test_start_tls_exception_with_ssl_shutdown_timeout_nonzero` mocks its own target (start_tls)," ⏎ @pytest.mark.skipif( ⏎     sys.version_info < (3, 11), ⏎     reason=""Use test_start_tls_exception_with_ssl_shutdown_timeout_nonzero_pre_311 for Python < 3.11"", ⏎ ) ⏎ async def test_start_tls_exception_with_ssl_shutdown_timeout_nonzero() -> None: ⏎     """"""Test _start_tls_connection exception handling with ssl_shutdown_timeout>0."""""" ⏎     with pytest.warns( ⏎         DeprecationWarning, match=""ssl_shutdown_timeout parameter is deprecated"" ⏎     ): ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=1.0) ⏎  ⏎     underlying_transport = mock.Mock() ⏎     req = mock.Mock() ⏎     req.server_hostname = None ⏎     req.host = ""example.com"" ⏎     req.is_ssl = mock.Mock(return_value=True) ⏎  ⏎     # Patch _get_ssl_context to return a valid context and make start_tls fail ⏎     with ( ⏎         mock.patch.object( ⏎             conn, ""_get_ssl_context"", return_value=ssl.create_default_context() ⏎         ), ⏎         mock.patch.object( ⏎             connector_module, ""start_tls"", side_effect=OSError(""TLS failed"") ⏎         ), ⏎     ): ⏎         with pytest.raises(OSError): ⏎             await conn._start_tls_connection(underlying_transport, req, ClientTimeout()) ⏎  ⏎     # Should close, not abort ⏎     underlying_transport.close.assert_called_once() ⏎     underlying_transport.abort.assert_not_called() ⏎  ⏎  ⏎ @pytest.mark.skipif( ⏎     sys.version_info >= (3, 11), ⏎     reason=""This test is for Python < 3.11 runtime warning behavior"",",,
aiohttp,tests/test_connector.py,2648,test_start_tls_exception_with_ssl_shutdown_timeout_nonzero_pre_311,aiohttp/connector.py,start_tls,test `test_start_tls_exception_with_ssl_shutdown_timeout_nonzero_pre_311` mocks its own target (start_tls)," ⏎ @pytest.mark.skipif( ⏎     sys.version_info >= (3, 11), ⏎     reason=""This test is for Python < 3.11 runtime warning behavior"", ⏎ ) ⏎ async def test_start_tls_exception_with_ssl_shutdown_timeout_nonzero_pre_311() -> None: ⏎     """"""Test _start_tls_connection exception handling with ssl_shutdown_timeout>0 on Python < 3.11."""""" ⏎     with warnings.catch_warnings(record=True) as w: ⏎         warnings.simplefilter(""always"") ⏎         conn = aiohttp.TCPConnector(ssl_shutdown_timeout=1.0) ⏎         # Should have both deprecation and runtime warnings ⏎         assert len(w) == 2 ⏎         assert any(issubclass(warn.category, DeprecationWarning) for warn in w) ⏎         assert any(issubclass(warn.category, RuntimeWarning) for warn in w) ⏎  ⏎     underlying_transport = mock.Mock() ⏎     req = mock.Mock() ⏎     req.server_hostname = None ⏎     req.host = ""example.com"" ⏎     req.is_ssl = mock.Mock(return_value=True) ⏎  ⏎     # Patch _get_ssl_context to return a valid context and make start_tls fail ⏎     with ( ⏎         mock.patch.object( ⏎             conn, ""_get_ssl_context"", return_value=ssl.create_default_context() ⏎         ), ⏎         mock.patch.object( ⏎             connector_module, ""start_tls"", side_effect=OSError(""TLS failed"") ⏎         ), ⏎     ): ⏎         with pytest.raises(OSError): ⏎             await conn._start_tls_connection(underlying_transport, req, ClientTimeout()) ⏎  ⏎     # Should close, not abort ⏎     underlying_transport.close.assert_called_once() ⏎     underlying_transport.abort.assert_not_called() ⏎  ⏎  ⏎ def test_client_timeout_total_zero_raises() -> None: ⏎     """"""Test that ClientTimeout(total=0) raises ValueError. ⏎ ",,
aiohttp,tests/test_connector.py,4573,test_connector_multiple_event_loop,aiohttp/connector.py,create_connection,test `test_connector_multiple_event_loop` mocks its own target (create_connection),"            ) ⏎  ⏎             await connector.close() ⏎  ⏎  ⏎ def test_connector_multiple_event_loop(make_client_request: _RequestMaker) -> None: ⏎     """"""Test the connector with multiple event loops."""""" ⏎  ⏎     async def async_connect() -> Literal[True]: ⏎         conn = aiohttp.TCPConnector() ⏎         loop = asyncio.get_running_loop() ⏎         req = make_client_request(""GET"", URL(""https://127.0.0.1""), loop=loop) ⏎         with suppress(aiohttp.ClientConnectorError): ⏎             with mock.patch.object( ⏎                 conn._loop, ⏎                 ""create_connection"", ⏎                 autospec=True, ⏎                 spec_set=True, ⏎                 side_effect=ssl.CertificateError, ⏎             ): ⏎                 await conn.connect(req, [], ClientTimeout()) ⏎         return True ⏎  ⏎     def test_connect() -> Literal[True]: ⏎         loop = asyncio.new_event_loop() ⏎         try: ⏎             return loop.run_until_complete(async_connect()) ⏎         finally: ⏎             loop.close() ⏎  ⏎     with futures.ThreadPoolExecutor() as executor: ⏎         res_list = [executor.submit(test_connect) for _ in range(2)] ⏎         raw_response_list = [res.result() for res in futures.as_completed(res_list)] ⏎  ⏎     assert raw_response_list == [True, True] ⏎  ⏎  ⏎ async def test_tcp_connector_socket_factory( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None:",,
aiohttp,tests/test_connector.py,4605,test_tcp_connector_socket_factory,aiohttp/connector.py,create_connection,test `test_tcp_connector_socket_factory` mocks its own target (create_connection),"        raw_response_list = [res.result() for res in futures.as_completed(res_list)] ⏎  ⏎     assert raw_response_list == [True, True] ⏎  ⏎  ⏎ async def test_tcp_connector_socket_factory( ⏎     start_connection: mock.AsyncMock, make_client_request: _RequestMaker ⏎ ) -> None: ⏎     """"""Check that socket factory is called"""""" ⏎     loop = asyncio.get_running_loop() ⏎     with socket.socket(socket.AF_INET, socket.SOCK_STREAM) as s: ⏎         start_connection.return_value = s ⏎  ⏎         local_addr = None ⏎         socket_factory: Callable[[AddrInfoType], socket.socket] = lambda _: s ⏎         happy_eyeballs_delay = 0.123 ⏎         interleave = 3 ⏎         conn = aiohttp.TCPConnector( ⏎             interleave=interleave, ⏎             local_addr=local_addr, ⏎             happy_eyeballs_delay=happy_eyeballs_delay, ⏎             socket_factory=socket_factory, ⏎         ) ⏎  ⏎         with mock.patch.object( ⏎             connector_module, ⏎             ""create_connection"", ⏎             autospec=True, ⏎             spec_set=True, ⏎             return_value=(mock.Mock(), mock.Mock()), ⏎         ): ⏎             host = ""127.0.0.1"" ⏎             port = 443 ⏎             req = make_client_request(""GET"", URL(f""https://{host}:{port}""), loop=loop) ⏎             with closing(await conn.connect(req, [], ClientTimeout())): ⏎                 pass ⏎             await conn.close() ⏎  ⏎     start_connection.assert_called_with( ⏎         addr_infos=[ ⏎             (socket.AF_INET, socket.SOCK_STREAM, socket.IPPROTO_TCP, """", (host, port)) ⏎         ], ⏎         local_addr_infos=local_addr, ⏎         happy_eyeballs_delay=happy_eyeballs_delay, ⏎         interleave=interleave, ⏎         loop=loop, ⏎         socket_factory=socket_factory, ⏎     ) ⏎  ⏎  ⏎ def test_default_ssl_context_creation_without_ssl() -> None: ⏎     """"""Verify _make_ssl_context does not raise when ssl is not available."""""" ⏎     with mock.patch.object(connector_module, ""ssl"", None):",,
aiohttp,tests/test_web_runner.py,262,test_tcpsite_default_host,aiohttp/web_runner.py,create_server,test `test_tcpsite_default_host` mocks its own target (create_server),"    pipe = web.NamedPipeSite(runner, pipe_name) ⏎     await pipe.start() ⏎     await runner.cleanup() ⏎  ⏎  ⏎ async def test_tcpsite_default_host(make_runner: _RunnerMaker) -> None: ⏎     runner = make_runner() ⏎     await runner.setup() ⏎     site = web.TCPSite(runner) ⏎     assert site.name == ""http://0.0.0.0:8080"" ⏎  ⏎     server = mock.create_autospec(asyncio.Server, spec_set=True) ⏎     with mock.patch.object( ⏎         web_runner_module, ⏎         ""create_server"", ⏎         autospec=True, ⏎         spec_set=True, ⏎         return_value=server, ⏎     ) as create_server: ⏎         await site.start() ⏎  ⏎         create_server.assert_called_once() ⏎         args, kwargs = create_server.call_args ⏎         assert args == (asyncio.get_running_loop(), runner.server, None, 8080) ⏎  ⏎  ⏎ async def test_tcpsite_empty_str_host(make_runner: _RunnerMaker) -> None: ⏎     runner = make_runner() ⏎     await runner.setup()",,
